,topic,username,repo_name,repo_desc,stars,repo_url,tags
8,C,curl,curl,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, POP3, POP3S, RTMP, RTMPS, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features",32748,https://github.com/curl/curl,"['c', 'http', 'mqtt', 'client', 'ldap', 'library', 'user-agent', 'curl', 'https', 'websocket', 'ftp', 'sftp', 'libcurl', 'scp', 'pop3', 'gopher', 'transfer-data', 'hacktoberfest', 'imaps', 'transferring-data']"
9,C,huihut,interview,"📚 C/C++ 技术面试基础知识总结，包括语言、程序库、数据结构、算法、系统、网络、链接装载库等知识及面试经验、招聘、内推等信息。This repository is a summary of the basic knowledge of recruiting job seekers and beginners in the direction of C/C++ technology, including language, program library, data structure, algorithm, system, network, link loading library, interview experience, recruitment, recommendation…",31545,https://github.com/huihut/interview,"['c', 'algorithm', 'database', 'leetcode', 'cpp', 'stl', 'interview', 'operating-system', 'data-structures', 'interviews', 'interview-practice', 'interview-questions', 'interview-preparation']"
10,C,ggreer,the_silver_searcher,"A code-searching tool similar to ack, but faster.",25432,https://github.com/ggreer/the_silver_searcher,"['c', 'search-in-text', 'pcre', 'command-line-tool', 'ag', 'silver-searcher']"
11,C,mpv-player,mpv,🎥 Command line video player,24701,https://github.com/mpv-player/mpv,"['audio', 'c', 'video', 'ffmpeg', 'multimedia', 'mpv', 'libav', 'mplayer', 'hacktoberfest']"
12,C,ossrs,srs,"SRS is a simple, high-efficiency, real-time video server supporting RTMP, WebRTC, HLS, HTTP-FLV, SRT, MPEG-DASH, and GB28181.",23401,https://github.com/ossrs/srs,"['audio', 'c', 'c-plus-plus', 'streaming', 'video', 'hls', 'multimedia', 'rtmp', 'webrtc', 'live-streaming', 'live', 'media-server', 'dash', 'prometheus-exporter', 'srt', 'low-latency', 'hevc', 'video-streaming', 'video-conferencing', 'server-side']"
13,C,google,flatbuffers,FlatBuffers: Memory Efficient Serialization Library,21546,https://github.com/google/flatbuffers,"['javascript', 'python', 'c', 'java', 'go', 'c-sharp', 'rust', 'c-plus-plus', 'serialization', 'typescript', 'protobuf', 'cross-platform', 'flatbuffers', 'zero-copy', 'marshalling', 'grpc', 'rpc', 'json-parser', 'mmap', 'serialization-library']"
14,C,ruby,ruby,The Ruby Programming Language,21109,https://github.com/ruby/ruby,"['ruby', 'c', 'language', 'programming-language', 'rust', 'jit', 'object-oriented', 'ruby-language']"
15,C,kovidgoyal,kitty,"Cross-platform, fast, feature-rich, GPU based terminal",20768,https://github.com/kovidgoyal/kitty,"['python', 'c', 'go', 'golang', 'terminal', 'opengl', 'terminfo', 'terminal-emulators', 'vt100', 'kitty', 'golang-application', 'kitty-terminal']"
16,C,microsoft,vcpkg,"C++ Library Manager for Windows, Linux, and MacOS",20521,https://github.com/microsoft/vcpkg,"['c', 'windows', 'package-manager', 'visual-studio', 'cmake', 'packages', 'cplusplus', 'cpp', 'libraries', 'vcpkg']"
17,C,radareorg,radare2,UNIX-like reverse engineering framework and command-line toolset,19052,https://github.com/radareorg/radare2,"['c', 'commandline', 'security', 'reverse-engineering', 'disassembler', 'forensics', 'malware-analysis', 'binary-analysis', 'radare2', 'hacktoberfest']"
18,C,hashcat,hashcat,World's fastest and most advanced password recovery utility,18962,https://github.com/hashcat/hashcat,"['c', 'opencl', 'cuda', 'password', 'gpgpu', 'hashes', 'cracking', 'hashcat']"
19,C,jarun,nnn,n³ The unorthodox terminal file manager,17558,https://github.com/jarun/nnn,"['android', 'c', 'vim', 'cli', 'productivity', 'raspberry-pi', 'multi-platform', 'terminal', 'command-line', 'filesystem', 'launcher', 'tui', 'ncurses', 'wsl', 'developer-tools', 'file-manager', 'file-preview', 'file-search', 'disk-usage', 'batch-rename']"
0,Chrome,electron,electron,"Build cross-platform desktop apps with JavaScript, HTML, and CSS",110114,https://github.com/electron/electron,"['electron', 'nodejs', 'javascript', 'css', 'html', 'c-plus-plus', 'chrome', 'v8', 'works-with-codespaces']"
1,Chrome,puppeteer,puppeteer,Node.js API for Chrome,85491,https://github.com/puppeteer/puppeteer,"['testing', 'chrome', 'automation', 'web', 'chromium', 'developer-tools', 'node-module', 'headless-chrome']"
2,Chrome,microsoft,playwright,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API.",57729,https://github.com/microsoft/playwright,"['electron', 'javascript', 'testing', 'firefox', 'chrome', 'automation', 'web', 'chromium', 'webkit', 'e2e-testing', 'playwright']"
3,Chrome,iamadamdev,bypass-paywalls-chrome,Bypass Paywalls web browser extension for Chrome and Firefox.,44335,https://github.com/iamadamdev/bypass-paywalls-chrome,"['chrome-extension', 'firefox', 'chrome', 'firefox-addon', 'firefox-extension', 'bypass', 'chrome-extensions', 'paywall', 'bypass-paywalls']"
4,Chrome,FiloSottile,mkcert,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,44010,https://github.com/FiloSottile/mkcert,"['windows', 'macos', 'linux', 'tls', 'firefox', 'ios', 'chrome', 'https', 'certificates', 'localhost', 'local-development', 'root-ca']"
5,Chrome,jaywcjlove,linux-command,Linux命令大全搜索工具，内容包含Linux命令手册、详解、学习、搜集。https://git.io/linux,26604,https://github.com/jaywcjlove/linux-command,"['chrome-extension', 'search', 'linux', 'bash', 'ssh', 'screenshot', 'chrome', 'tools', 'command-line', 'gh-pages', 'screen', 'ls', 'linux-command', 'web-tools']"
6,Chrome,ovity,octotree,GitHub on steroids,22608,https://github.com/ovity/octotree,"['github', 'firefox', 'chrome', 'opera', 'safari', 'edge', 'code-review', 'browser-extension', 'code-files', 'pull-request-review']"
7,Chrome,segment-boneyard,nightmare,A high-level browser automation library.,19472,https://github.com/segment-boneyard/nightmare,"['electron', 'chrome', 'browser', 'phantomjs', 'headless-chrome']"
8,Chrome,checkly,headless-recorder,Chrome extension that records your browser interactions and generates a Playwright or Puppeteer script.,14878,https://github.com/checkly/headless-recorder,"['chrome-extension', 'chrome', 'vue', 'puppeteer', 'playwright']"
9,Chrome,google,WebFundamentals,Former git repo for WebFundamentals on developers.google.com,13833,https://github.com/google/WebFundamentals,"['javascript', 'css', 'html', 'chrome', 'web', 'html5', 'progressive-web-app', 'best-practices', 'web-app', 'chrome-browser', 'mobile-web']"
10,Chrome,GoogleChrome,chrome-extensions-samples,Chrome Extensions Samples,13608,https://github.com/GoogleChrome/chrome-extensions-samples,['chrome']
11,Chrome,schickling,chromeless,🖥 Chrome automation made simple. Runs locally or headless on AWS Lambda.,13236,https://github.com/schickling/chromeless,"['chrome', 'serverless', 'integration-testing', 'headless', 'selenium', 'graphcool', 'nightmarejs', 'headless-chrome']"
12,Chrome,gildas-lormeau,SingleFile,Web Extension and CLI tool for saving a faithful copy of a complete web page in a single HTML file,12725,https://github.com/gildas-lormeau/SingleFile,"['javascript', 'chrome-extension', 'cli', 'firefox', 'screenshot', 'chrome', 'osint', 'browser', 'firefox-addon', 'annotations', 'snapshot', 'selenium', 'archive', 'archiver', 'self-extracting-zip', 'web-clipper', 'puppeteer', 'auto-save', 'offline-reading', 'self-extracting']"
13,Chrome,casesandberg,react-color,"🎨 Color Pickers from Sketch, Photoshop, Chrome, Github, Twitter & more",11726,https://github.com/casesandberg/react-color,"['react', 'chrome', 'photoshop', 'sketch', 'color-picker', 'react-component', 'inline-styles']"
14,Chrome,crimx,ext-saladict,"🥗 All-in-one professional pop-up dictionary and page translator which supports multiple search modes, page translations, new word notebook and PDF selection searching.",11361,https://github.com/crimx/ext-saladict,"['react', 'chrome-extension', 'firefox', 'chrome', 'typescript', 'rxjs', 'extension', 'dictionaries', 'firefox-addon', 'webextension', 'firefox-extension', 'saladict']"
15,Chrome,MetaMask,metamask-extension,🌐 🔌 The MetaMask browser extension enables browsing Ethereum blockchain enabled websites,10960,https://github.com/MetaMask/metamask-extension,"['firefox', 'chrome', 'extension', 'opera', 'ethereum', 'dapp', 'edge', 'brave', 'dapp-developers']"
16,Chrome,chromedp,chromedp,"A faster, simpler way to drive browsers supporting the Chrome DevTools Protocol.",9878,https://github.com/chromedp/chromedp,"['testing', 'golang', 'unit-testing', 'chrome', 'chrome-devtools', 'chrome-debugging-protocol', 'headless']"
17,Chrome,moonD4rk,HackBrowserData,Decrypt passwords/cookies/history/bookmarks from the browser. 一款可全平台运行的浏览器数据导出解密工具。,9315,https://github.com/moonD4rk/HackBrowserData,"['windows', 'macos', 'golang', 'firefox', 'chrome', 'browser', 'hacking', 'edge', 'browser-extension', 'pentest-tool']"
18,Chrome,ajayyy,SponsorBlock,Skip YouTube video sponsors (browser extension),8146,https://github.com/ajayyy/SponsorBlock,"['chrome-extension', 'firefox', 'chrome', 'youtube', 'opera', 'chromium', 'firefox-extension', 'adblock', 'web-extension', 'youtube-videos', 'adblocker', 'hacktoberfest', 'sponsored-segments', 'sponsorblock']"
19,Chrome,uBlock-LLC,uBlock,"uBlock: a fast, lightweight, and lean blocker for Chrome, Firefox, and Safari.",8135,https://github.com/uBlock-LLC/uBlock,"['javascript', 'firefox', 'safari-extension', 'chrome', 'extension', 'safari', 'adblock', 'blocker', 'ublock']"
0,Chrome extension,iamadamdev,bypass-paywalls-chrome,Bypass Paywalls web browser extension for Chrome and Firefox.,44335,https://github.com/iamadamdev/bypass-paywalls-chrome,"['chrome-extension', 'firefox', 'chrome', 'firefox-addon', 'firefox-extension', 'bypass', 'chrome-extensions', 'paywall', 'bypass-paywalls']"
1,Chrome extension,jaywcjlove,linux-command,Linux命令大全搜索工具，内容包含Linux命令手册、详解、学习、搜集。https://git.io/linux,26604,https://github.com/jaywcjlove/linux-command,"['chrome-extension', 'search', 'linux', 'bash', 'ssh', 'screenshot', 'chrome', 'tools', 'command-line', 'gh-pages', 'screen', 'ls', 'linux-command', 'web-tools']"
2,Chrome extension,refined-github,refined-github,Browser extension that simplifies the GitHub interface and adds useful features,22380,https://github.com/refined-github/refined-github,"['github', 'chrome-extension', 'safari-extension', 'firefox-addon', 'github-extension', 'userstyle', 'browser-extension']"
3,Chrome extension,openai-translator,openai-translator,基于 ChatGPT API 的划词翻译浏览器插件和跨平台桌面端应用 - Browser extension and cross-platform desktop application for translation based on ChatGPT API.,19541,https://github.com/openai-translator/openai-translator,"['chrome-extension', 'translator', 'translation', 'openai', 'browser-extension', 'translator-app', 'chatgpt']"
4,Chrome extension,darkreader,darkreader,Dark Reader Chrome and Firefox extension,17971,https://github.com/darkreader/darkreader,"['chrome-extension', 'firefox-addon', 'accessibility', 'night-mode', 'dark-theme', 'eye-care', 'dark-mode', 'darkmode', 'nightmode']"
5,Chrome extension,checkly,headless-recorder,Chrome extension that records your browser interactions and generates a Playwright or Puppeteer script.,14878,https://github.com/checkly/headless-recorder,"['chrome-extension', 'chrome', 'vue', 'puppeteer', 'playwright']"
6,Chrome extension,dailydotdev,daily,"daily.dev is a professional network for developers to learn, collaborate, and grow together 👩🏽‍💻 👨‍💻",14770,https://github.com/dailydotdev/daily,"['chrome-extension', 'firefox-addon', 'social-network', 'webapp', 'developer-tools', 'developer-portal', 'edge-extension', 'professional-networking']"
7,Chrome extension,unbug,codelf,A search tool helps dev to solve the naming things problem.,13863,https://github.com/unbug/codelf,"['chrome-extension', 'naming', 'atom-plugin', 'vscode-extension', 'codelf']"
8,Chrome extension,wong2,chatgpt-google-extension,This project is deprecated. Check my new project ChatHub:,13308,https://github.com/wong2/chatgpt-google-extension,"['chrome-extension', 'firefox-addon', 'browser-extension', 'chatgpt']"
9,Chrome extension,gildas-lormeau,SingleFile,Web Extension and CLI tool for saving a faithful copy of a complete web page in a single HTML file,12725,https://github.com/gildas-lormeau/SingleFile,"['javascript', 'chrome-extension', 'cli', 'firefox', 'screenshot', 'chrome', 'osint', 'browser', 'firefox-addon', 'annotations', 'snapshot', 'selenium', 'archive', 'archiver', 'self-extracting-zip', 'web-clipper', 'puppeteer', 'auto-save', 'offline-reading', 'self-extracting']"
10,Chrome extension,immersive-translate,immersive-translate,"沉浸式双语网页翻译扩展 , 支持输入框翻译， 鼠标悬停翻译， PDF, Epub, 字幕文件, TXT 文件翻译 - Immersive Dual Web Page Translation Extension",12443,https://github.com/immersive-translate/immersive-translate,"['chrome-extension', 'safari-extension', 'translation', 'userscript']"
11,Chrome extension,Anarios,return-youtube-dislike,Chrome extension to return youtube dislikes,11955,https://github.com/Anarios/return-youtube-dislike,"['chrome-extension', 'firefox', 'youtube', 'firefox-addon', 'firefox-extension', 'dislike', 'dislikes', 'dislikes-count', 'dislike-button']"
12,Chrome extension,crimx,ext-saladict,"🥗 All-in-one professional pop-up dictionary and page translator which supports multiple search modes, page translations, new word notebook and PDF selection searching.",11361,https://github.com/crimx/ext-saladict,"['react', 'chrome-extension', 'firefox', 'chrome', 'typescript', 'rxjs', 'extension', 'dictionaries', 'firefox-addon', 'webextension', 'firefox-extension', 'saladict']"
13,Chrome extension,listen1,listen1_chrome_extension,"one for all free music in china (chrome extension, also works for firefox)",10809,https://github.com/listen1/listen1_chrome_extension,"['chrome-extension', 'music-player']"
14,Chrome extension,josStorer,chatGPTBox,"Integrating ChatGPT into your browser deeply, everything you need is here",9175,https://github.com/josStorer/chatGPTBox,"['chrome-extension', 'safari-extension', 'firefox-addon', 'firefox-extension', 'browser-extension', 'edge-extension', 'chatgpt']"
15,Chrome extension,chathub-dev,chathub,All-in-one chatbot client,8948,https://github.com/chathub-dev/chathub,"['react', 'chrome-extension', 'typescript', 'browser-extension', 'all-in-one']"
16,Chrome extension,alyssaxuu,screenity,The free and privacy-friendly screen recorder with no limits 🎥,8875,https://github.com/alyssaxuu/screenity,"['audio', 'javascript', 'chrome-extension', 'editor', 'productivity', 'design', 'video', 'camera', 'ffmpeg', 'annotation', 'tensorflow', 'screen-recorder', 'screen-capture', 'recorder', 'screencast', 'annotation-tool']"
17,Chrome extension,AutomaApp,automa,A browser extension for automating your browser by connecting blocks,8785,https://github.com/AutomaApp/automa,"['javascript', 'chrome-extension', 'workflow', 'automation', 'vue', 'firefox-extension', 'browser-extension', 'hacktoberfest', 'browser-automation']"
18,Chrome extension,appbaseio,dejavu,"The Missing Web UI for Elasticsearch: Import, browse and edit data with rich filters and query views, create search UIs visually.",8263,https://github.com/appbaseio/dejavu,"['react', 'chrome-extension', 'elasticsearch', 'database', 'nosql', 'reactjs', 'database-gui', 'elasticsearch-plugin', 'dejavu', 'appbaseio', 'elasticsearch-gui', 'realtime-updates', 'opensearch', 'opensearch-plugins']"
19,Chrome extension,ajayyy,SponsorBlock,Skip YouTube video sponsors (browser extension),8146,https://github.com/ajayyy/SponsorBlock,"['chrome-extension', 'firefox', 'chrome', 'youtube', 'opera', 'chromium', 'firefox-extension', 'adblock', 'web-extension', 'youtube-videos', 'adblocker', 'hacktoberfest', 'sponsored-segments', 'sponsorblock']"
0,Command line interface,ohmyzsh,ohmyzsh,"🙃 A delightful community-driven (with 2,200+ contributors) framework for managing your zsh configuration. Includes 300+ optional plugins (rails, git, macOS, hub, docker, homebrew, node, php, python, etc), 140+ themes to spice up your morning, and an auto-update tool so that makes it easy to keep up with the latest updates from the community.",165441,https://github.com/ohmyzsh/ohmyzsh,"['shell', 'theme', 'zsh', 'cli', 'productivity', 'oh-my-zsh', 'terminal', 'plugins', 'themes', 'cli-app', 'hacktoberfest', 'oh-my-zsh-theme', 'oh-my-zsh-plugin', 'zsh-configuration', 'ohmyzsh', 'plugin-framework']"
1,Command line interface,junegunn,fzf,🌸 A command-line fuzzy finder,56427,https://github.com/junegunn/fzf,"['vim', 'go', 'bash', 'zsh', 'tmux', 'cli', 'fish', 'unix', 'neovim', 'fzf']"
2,Command line interface,sherlock-project,sherlock,🔎 Hunt down social media accounts by username across social networks,45962,https://github.com/sherlock-project/sherlock,"['python', 'windows', 'macos', 'linux', 'cli', 'osint', 'tools', 'sherlock', 'python3', 'hacktoberfest', 'information-gathering', 'reconnaissance', 'redteam']"
